Obs#,Time,Date,configName,configAuthor,remark,Row,Pot,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,,,,,,,,,,,,,,,,,
25,11:39:20,6/6/2024,TIP24,Zach Peagler,,3,1,,1.642983,2.921993,1.051656,5.768083,2.448522,2.294378,2.967112,0.518591,23.590387,25.17527,30.507328,0.441786,PSF-01133_20240606113920,0,0,0,120.370743,459.793915,0.738207,0.5,0.8,47.6152,87.51,82,22.87,23.84,97.26,156.7,153.8,1.9,161,3.621,-16,-7,280,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,-0.192,0.797,0.657,119.009,59.615,28.5,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.537166,2.458022,1.689899,0.94697,0.296923,0.01295,0.073074,0.250882,120.370743,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606113920,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
26,11:39:27,6/6/2024,TIP24,Zach Peagler,,3,2,,1.57966,2.922796,1.025446,6.12376,2.466653,2.303137,3.031056,0.564404,23.680149,25.361368,31.164391,0.441786,PSF-01133_20240606113927,0,0,0,112.122772,434.831512,0.742147,0.5,0.8,40.653473,87.95,82.12,22.91,24.2,97.26,156.8,154.9,1.2,137,3.621,-24,-1,296,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.239,0.248,-9999,0.618,-1.374,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.537325,2.458575,1.690765,0.950011,0.29646,0.016584,0.074077,0.229285,112.122772,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606113927,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
27,11:39:34,6/6/2024,TIP24,Zach Peagler,,3,3,,1.37311,2.922793,0.934219,5.090309,2.441917,2.305961,2.95715,0.515233,23.709305,25.107168,30.404663,0.441786,PSF-01133_20240606113934,0,0,0,106.816292,420.234558,0.745817,0.5,0.8,49.413105,86.91,82.07,22.94,23.79,97.26,156.8,154,1.8,166,3.65,-27,-2,259,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,-0.44,0.038,-9999,107.523,54.573,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.537251,2.45725,1.690762,0.947461,0.296103,0.01152,0.074858,0.254775,106.816292,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606113934,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
28,11:39:41,6/6/2024,TIP24,Zach Peagler,,3,4,,1.891227,2.922639,1.148219,6.231942,2.473422,2.307015,2.986465,0.513043,23.720873,25.431883,30.70702,0.441786,PSF-01133_20240606113941,0,0,0,109.09259,425.490967,0.743608,0.5,0.8,52.107544,87.85,81.94,22.98,23.95,97.26,156.8,153.5,2.1,175,3.649,-20,-5,245,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.2,0.336,-9999,0.03,-0.571,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.537067,2.458446,1.690596,0.946264,0.295711,0.013024,0.075709,0.263261,109.09259,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606113941,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
29,11:39:47,6/6/2024,TIP24,Zach Peagler,,3,5,,1.630334,2.920576,1.046278,5.559673,2.456636,2.307911,2.959045,0.502409,23.730152,25.259352,30.425169,0.441786,PSF-01133_20240606113947,0,0,0,120.533112,455.904724,0.735618,0.5,0.8,50.401211,87.09,81.82,23.01,23.8,97.26,156.6,154.5,1.3,171,3.649,-21,-7,295,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.62,0.481,-9999,0.139,0.051,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536889,2.457475,1.688374,0.948795,0.295342,0.010908,0.076489,0.259799,120.533112,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606113947,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
30,11:39:53,6/6/2024,TIP24,Zach Peagler,,3,6,,1.426722,2.92189,0.958633,6.276596,2.481149,2.313462,3.099668,0.618519,23.786913,25.511066,31.870655,0.441786,PSF-01133_20240606113953,0,0,0,33.604504,437.894592,0.923259,0.5,0.8,61.579498,87.8,81.87,23.04,24.57,97.26,156.7,155.4,0.8,167,3.649,-23,-3,293,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.02,0.645,-9999,-0.405,-2.339,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536957,2.458379,1.689788,0.951325,0.294998,0.019484,0.077195,0.255762,33.604504,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606113953,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
31,11:40:01,6/6/2024,TIP24,Zach Peagler,,3,7,,1.415855,2.923014,0.953835,4.655914,2.44054,2.316208,2.902244,0.461704,23.814962,25.09333,29.840515,0.441786,PSF-01133_20240606114001,0,0,0,119.669083,468.490356,0.744564,0.5,0.8,51.757545,86.17,81.78,23.07,23.48,97.26,156.9,153.4,2.2,174,3.648,-22,-11,269,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,-0.169,-0.616,0.892,-47.689,84.201,48.424,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536824,2.456298,1.691001,0.946022,0.294552,0.006464,0.078192,0.262017,119.669083,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114001,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
32,11:40:07,6/6/2024,TIP24,Zach Peagler,,3,8,,2.244039,2.921289,1.269133,5.639789,2.476406,2.325653,2.896661,0.420256,23.912321,25.46236,29.783424,0.441786,PSF-01133_20240606114007,0,0,0,117.893814,479.200592,0.753978,0.5,0.8,49.316963,87.26,81.95,23.11,23.45,97.26,156.7,153.8,1.8,164,3.648,-18,-10,281,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,1.416,0.785,-9999,0.538,0.213,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.537053,2.457677,1.68914,0.947092,0.294157,0.005717,0.079037,0.252899,116.271973,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114007,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
33,11:40:15,6/6/2024,TIP24,Zach Peagler,,3,9,,1.184456,2.920936,0.842726,5.183933,2.460776,2.322144,3.042134,0.581357,23.87569,25.301077,31.278442,0.441786,PSF-01133_20240606114015,0,0,0,113.634827,437.24942,0.740114,0.5,0.8,51.258259,86.54,81.66,23.14,24.26,97.26,156.6,154.9,1.1,173,3.647,-25,0,267,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.136,0.026,-9999,0.207,0.872,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536644,2.456754,1.688761,0.949944,0.293771,0.014681,0.079956,0.261447,113.634827,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114015,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
34,11:40:22,6/6/2024,TIP24,Zach Peagler,,3,10,,1.326902,2.922883,0.912606,5.480911,2.4714,2.325063,3.038992,0.567592,23.904972,25.409525,31.245178,0.441786,PSF-01133_20240606114022,0,0,0,124.524239,451.196899,0.724014,0.5,0.8,47.949982,86.72,81.59,23.18,24.24,97.26,156.8,154.5,1.5,166,3.647,-35,-18,288,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.246,0.126,0.7,0.545,0.318,-1.8,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536536,2.456987,1.690859,0.948919,0.293354,0.014076,0.080866,0.254718,124.524239,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114022,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
35,11:40:31,6/6/2024,TIP24,Zach Peagler,,3,11,,1.765128,2.920582,1.100196,5.241753,2.462831,2.322611,2.913421,0.450591,23.879694,25.321352,29.954054,0.441786,PSF-01133_20240606114031,0,0,0,113.634827,438.011169,0.740566,0.5,0.8,52.084473,86.2,81.29,23.22,23.54,97.26,156.6,152.6,2.5,176,3.648,-6,3,300,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.269,1.106,0.841,0.206,0.724,-0.947,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536106,2.456311,1.68838,0.943764,0.292844,0.005531,0.08206,0.263831,113.634827,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114031,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
36,11:40:38,6/6/2024,TIP24,Zach Peagler,,3,12,,2.231601,2.919715,1.264849,6.112817,2.491754,2.328171,2.94866,0.456907,23.937048,25.618916,30.316595,0.441786,PSF-01133_20240606114038,0,0,0,118.42704,452.22403,0.738123,0.5,0.8,47.380535,87.04,81.33,23.25,23.74,97.26,156.5,153.1,2.1,160,3.648,-17,-16,306,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.739,0.492,-9999,0.286,-1.007,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536159,2.457385,1.687449,0.945238,0.292478,0.007457,0.082825,0.250193,6.088972,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114038,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
37,11:40:51,6/6/2024,TIP24,Zach Peagler,,4,1,,2.113789,2.920852,1.226317,5.844074,2.479334,2.323065,2.929951,0.450617,23.884666,25.491358,30.124388,0.441786,PSF-01133_20240606114051,0,0,0,108.999969,420.817841,0.740981,0.5,0.8,43.097115,86.27,80.83,23.32,23.64,97.26,156.6,155.4,0.8,145,3.648,-23,18,185,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.252,1.212,0.853,0.997,0.651,-1.464,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535446,2.456391,1.688671,0.951116,0.291715,0.005501,0.084645,0.236802,108.999969,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114051,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
38,11:41:01,6/6/2024,TIP24,Zach Peagler,,4,2,,0.972439,2.921077,0.729564,4.723903,2.463257,2.33694,3.075098,0.611841,24.027147,25.325863,31.61648,0.441786,PSF-01133_20240606114101,0,0,0,108.856201,436.137207,0.750408,0.5,0.8,46.051971,85.48,81.09,23.36,24.44,97.26,156.6,155.5,0.7,153,3.647,-28,6,165,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,-0.318,-0.126,-9999,-94.568,57.843,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535804,2.455376,1.688913,0.951525,0.291187,0.014224,0.085826,0.243925,108.856201,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114101,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
39,11:41:08,6/6/2024,TIP24,Zach Peagler,,4,3,,0.988938,2.921803,0.738858,4.741754,2.470063,2.343349,3.076473,0.60641,24.092731,25.395514,31.630207,0.441786,PSF-01133_20240606114108,0,0,0,111.188293,437.136047,0.745644,0.5,0.8,50.071697,85.53,81.14,23.4,24.45,97.26,156.7,154.2,1.6,168,3.647,-22,4,158,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,-0.013,0.329,0.699,107.553,53.824,24.374,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535863,2.455435,1.689694,0.948029,0.290769,0.013898,0.086716,0.256771,111.188293,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114108,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
40,11:41:15,6/6/2024,TIP24,Zach Peagler,,4,4,,1.678052,2.921372,1.065832,6.251688,2.527855,2.360829,3.081935,0.554079,24.271322,25.988495,31.684898,0.441786,PSF-01133_20240606114115,0,0,0,116.673592,448.971405,0.740131,0.5,0.8,43.807014,87.33,81.56,23.43,24.48,97.27,156.7,153,2.3,148,3.646,-33,0,207,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.415,0.801,0.524,0.494,-2.247,-1.06,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536445,2.457721,1.68923,0.944969,0.290329,0.013806,0.087613,0.239081,1.302481,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114115,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
41,11:41:26,6/6/2024,TIP24,Zach Peagler,,4,5,,0.896756,2.922227,0.686184,4.651461,2.491716,2.367486,3.131978,0.640261,24.341015,25.618269,32.201038,0.441786,PSF-01133_20240606114126,0,0,0,105.731247,409.29364,0.741674,0.5,0.8,45.92527,85.81,81.53,23.49,24.75,97.26,156.8,154.8,1.3,155,3.646,-26,5,165,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.012,0.286,0.035,0.501,0.466,-27.438,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536402,2.455786,1.690151,0.949634,0.289731,0.016326,0.088923,0.245151,105.731247,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114126,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
42,11:41:32,6/6/2024,TIP24,Zach Peagler,,4,6,,0.974573,2.921204,0.730772,4.900543,2.503063,2.372091,3.1364,0.633336,24.388353,25.734934,32.246502,0.441786,PSF-01133_20240606114132,0,0,0,110.087517,432.009827,0.745174,0.5,0.8,50.650429,86.05,81.55,23.51,24.77,97.26,156.6,154.3,1.5,170,3.647,-22,6,171,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.191,0.42,-9999,-6.738,2.533,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536421,2.456089,1.689049,0.948208,0.289399,0.01627,0.089601,0.258591,110.087517,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114132,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
43,11:41:40,6/6/2024,TIP24,Zach Peagler,,4,7,,1.576819,2.922647,1.02423,5.629485,2.528984,2.378736,3.048269,0.519285,24.455606,26.000298,31.339031,0.441786,PSF-01133_20240606114140,0,0,0,114.344002,441.134705,0.740796,0.5,0.8,43.373558,86.73,81.58,23.56,24.29,97.27,156.8,154,1.8,146,3.645,-23,0,215,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.492,0.282,0.62,-0.114,0.19,-2.948,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.53645,2.456944,1.690605,0.947436,0.288924,0.010302,0.090627,0.237663,112.466454,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114140,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
44,11:41:48,6/6/2024,TIP24,Zach Peagler,,4,8,,0.933987,2.921002,0.7077,4.54994,2.501428,2.379805,3.108713,0.607285,24.467861,25.718323,31.962093,0.441786,PSF-01133_20240606114148,0,0,0,104.46167,428.002228,0.755932,0.5,0.8,50.005573,85.59,81.43,23.59,24.62,97.26,156.6,154.3,1.5,165,3.645,-20,0,152,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.048,0.312,0.5,0.151,0.112,-1.838,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536235,2.455489,1.688831,0.948404,0.288489,0.013651,0.091577,0.254547,104.46167,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114148,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
45,11:41:54,6/6/2024,TIP24,Zach Peagler,,4,9,,1.3432,2.921473,0.920146,5.202015,2.516686,2.377698,3.050854,0.534168,24.444624,25.873535,31.3652,0.441786,PSF-01133_20240606114154,0,0,0,104.013565,429.157745,0.757633,0.5,0.8,43.475288,85.96,81.22,23.62,24.31,97.27,156.7,155.2,1,143,3.645,-29,-14,180,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.367,0.176,-9999,0.127,-1.416,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535932,2.455962,1.689339,0.950598,0.288162,0.009706,0.092315,0.235071,72.134613,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114154,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
46,11:42:03,6/6/2024,TIP24,Zach Peagler,,4,10,,1.271176,2.921296,0.88575,4.339326,2.488396,2.372409,2.951588,0.463191,24.390621,25.583086,30.345133,0.441786,PSF-01133_20240606114203,0,0,0,107.710358,438.617706,0.754432,0.5,0.8,47.585331,84.79,80.84,23.66,23.76,97.27,156.7,154.9,1.1,158,3.645,-36,3,161,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,-0.067,0.625,0.83,0.398,0.353,-1.656,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535386,2.454458,1.689148,0.949906,0.287686,0.002916,0.093403,0.247713,107.710358,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114203,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
47,11:42:10,6/6/2024,TIP24,Zach Peagler,,4,11,,1.031943,2.920179,0.762491,4.549238,2.493865,2.372172,3.057601,0.563736,24.389315,25.640497,31.43651,0.441786,PSF-01133_20240606114210,0,0,0,110.69548,434.076202,0.744986,0.5,0.8,40.397011,84.82,80.68,23.69,24.34,97.26,156.5,154.8,1.1,136,3.614,-31,22,179,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.07,0.232,-9999,1.116,0.515,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535162,2.454494,1.687947,0.949731,0.287338,0.009308,0.094207,0.228056,110.69548,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114210,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
48,11:42:16,6/6/2024,TIP24,Zach Peagler,,4,12,,0.752918,2.921324,0.598632,4.184332,2.489943,2.378102,3.150112,0.66017,24.449156,25.598984,32.386158,0.441786,PSF-01133_20240606114216,0,0,0,110.828163,433.227539,0.74418,0.5,0.8,45.758419,84.54,80.74,23.72,24.84,97.27,156.7,155.2,0.9,154,3.614,-31,-1,211,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,11:35:34,6/6/2024,-1.08,0.007,0.148,-9999,0.467,-0.014,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535238,2.454129,1.689179,0.950683,0.286999,0.014722,0.094941,0.24419,110.828163,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240606114216,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
1,10:51:39,6/13/2024,TIP24,Zach Peagler,,1,1,,1.058006,2.921584,0.776726,5.801098,2.379376,2.223255,3.0896,0.710224,22.726046,24.321913,31.5818,0.441786,PSF-01133_20240613105139,0,0,0,114.281418,402.524475,0.716088,0.5,0.8,108.186012,84.49,78.95,22.98,24.52,97.83,156.7,154.6,1.3,378,3.634,-10,-15,193,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:49:33,6/13/2024,-1.09,-0.026,0.135,0.472,68.22,80.62,40.664,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532873,2.454201,1.689458,0.949147,0.295673,0.019509,0.061743,0.443198,114.281418,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240613105139,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
2,10:51:49,6/13/2024,TIP24,Zach Peagler,,1,2,,0.971694,2.922421,0.729228,6.071559,2.399193,2.235919,3.190522,0.79133,22.853275,24.522097,32.61026,0.441786,PSF-01133_20240613105149,0,0,0,104.823235,405.976288,0.7418,0.5,0.8,85.515015,84.84,79.06,23.05,25.06,97.84,156.8,153.8,1.9,288,3.634,-27,-10,188,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:49:33,6/13/2024,-1.09,0.055,0.532,0.471,0.351,0.461,-2.654,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533017,2.454624,1.69036,0.94686,0.294842,0.024945,0.063091,0.363679,104.823235,0.00035,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240613105149,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
3,10:52:02,6/13/2024,TIP24,Zach Peagler,,1,3,,0.796761,2.919148,0.62592,5.656224,2.385247,2.232727,3.243934,0.858687,22.820826,24.379744,33.156429,0.441786,PSF-01133_20240613105202,0,0,0,108.341934,401.297821,0.730021,0.5,0.8,125.786278,83.84,78.48,23.15,25.34,97.84,156.4,154.5,1.2,431,3.633,-24,5,149,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:49:33,6/13/2024,-1.09,0.026,0.34,0.246,0.579,0.37,-0.575,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532183,2.453349,1.686842,0.948886,0.293683,0.027063,0.065031,0.490347,108.341934,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240613105202,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
4,10:52:12,6/13/2024,TIP24,Zach Peagler,,1,4,,0.85906,2.921628,0.663861,6.229565,2.411369,2.243774,3.302592,0.891223,22.935146,24.648249,33.758045,0.441786,PSF-01133_20240613105212,0,0,0,129.247787,448.214294,0.711638,0.5,0.8,123.857498,84.39,78.53,23.22,25.64,97.83,156.7,152.8,2.5,435,3.632,-14,13,104,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:49:33,6/13/2024,-1.09,0.135,0.332,0.163,0.672,0.393,0.368,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532235,2.454039,1.689506,0.944253,0.292841,0.029765,0.066364,0.494213,87.519051,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240613105212,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
