Obs#,Time,Date,configName,configAuthor,remark,Pot,Row,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,,,,,,,,,,,,,,,,,
16,11:46:19,8/25/2023,Zach TIP2023,Zach Peagler,,7,2,0.675979,2.505714,0.532361,3.244476,3.364031,3.248995,3.938377,0.574346,33.189846,34.364975,40.232162,0.441786,PSF-01133_20230825114619,0,0,0,101.521614,446.441162,0.772598,0.5,0.8,24.574646,86.29,83.34,28.46,28.64,97.89,117.8,115.2,2.2,80,4.011,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
17,11:46:27,8/25/2023,Zach TIP2023,Zach Peagler,,8,2,0.426135,2.373986,0.361284,2.830733,3.342378,3.233243,4.080299,0.737921,33.028839,34.143696,41.681847,0.441786,PSF-01133_20230825114627,0,0,0,96.824883,428.761139,0.774175,0.5,0.8,23.30361,85.55,82.75,28.5,29.25,97.89,108.3,108,0.4,75,4.011,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
18,11:46:48,8/25/2023,Zach TIP2023,Zach Peagler,,1,3,0.682878,2.342109,0.528721,3.063904,3.386522,3.266043,3.932611,0.546089,33.362629,34.593327,40.171627,0.441786,PSF-01133_20230825114648,0,0,0,105.358246,464.278229,0.773071,0.5,0.8,16.293047,86.12,83.06,28.61,28.61,97.9,106.2,105.9,0.3,53,4.011,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
19,11:47:01,8/25/2023,Zach TIP2023,Zach Peagler,,2,3,0.328709,2.565286,0.291373,1.898666,3.345011,3.280204,3.959059,0.614048,33.510704,34.172783,40.445927,0.441786,PSF-01133_20230825114701,0,0,0,128.298279,480.172272,0.732808,0.5,0.8,68.896729,84.77,83.12,28.67,28.73,97.89,122.4,123.7,-1.1,235,4.01,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
20,11:47:12,8/25/2023,Zach TIP2023,Zach Peagler,,3,3,0.19634,2.381142,0.181384,1.508763,3.332587,3.274681,4.11579,0.783204,33.455654,34.047241,42.048813,0.441786,PSF-01133_20230825114712,0,0,0,144.205566,430.289978,0.664864,0.5,0.8,85.849937,84.15,82.69,28.73,29.4,97.88,108.8,107,1.7,323,4.01,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
21,11:47:18,8/25/2023,Zach TIP2023,Zach Peagler,,4,3,0.166111,2.304356,0.154942,1.200329,3.316144,3.267772,4.04595,0.729805,33.383358,33.877529,41.333176,0.441786,PSF-01133_20230825114718,0,0,0,59.070469,435.410156,0.864334,0.5,0.8,77.996307,83.59,82.37,28.76,29.1,97.89,103.7,103.2,0.4,226,4.009,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
22,11:47:28,8/25/2023,Zach TIP2023,Zach Peagler,,5,3,0.239664,2.344304,0.217435,1.836384,3.332693,3.260551,4.127871,0.795178,33.310867,34.04789,42.171696,0.441786,PSF-01133_20230825114728,0,0,0,125.198364,431.626801,0.709938,0.5,0.8,44.585285,83.78,81.96,28.81,29.45,97.88,106.3,105.1,1.2,157,4.009,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
23,11:47:37,8/25/2023,Zach TIP2023,Zach Peagler,,6,3,0.06608,2.285468,0.064223,0.757977,3.29925,3.268331,4.409005,1.109755,33.390011,33.705883,45.043392,0.441786,PSF-01133_20230825114737,0,0,0,114.833595,302.429443,0.620296,0.5,0.8,88.61203,82.71,81.93,28.86,30.6,97.88,102.4,100.4,2,357,4.008,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
24,11:47:55,8/25/2023,Zach TIP2023,Zach Peagler,,7,3,-0.066621,2.448423,-0.068484,-0.485848,3.255443,3.273327,3.924417,0.668974,33.43977,33.257065,40.09119,0.441786,PSF-01133_20230825114755,0,0,0,110.264183,412.940369,0.732978,0.5,0.8,47.506844,81.18,81.62,28.95,28.58,97.89,113.6,113.4,0.2,162,4.007,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
25,11:48:04,8/25/2023,Zach TIP2023,Zach Peagler,,8,3,0.044192,2.422988,0.043401,0.424573,3.289842,3.273965,4.21077,0.920928,33.445686,33.607883,43.015762,0.441786,PSF-01133_20230825114804,0,0,0,110.460518,380.331879,0.709568,0.5,0.8,46.419685,81.82,81.43,29,29.8,97.89,111.8,109,2.4,164,4.007,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
26,11:48:16,8/25/2023,Zach TIP2023,Zach Peagler,,1,4,-0.004164,2.405338,-0.004172,-0.034955,3.261227,3.26255,4.050823,0.789596,33.329159,33.315651,41.381908,0.441786,PSF-01133_20230825114816,0,0,0,97.13781,395.336853,0.754291,0.5,0.8,32.549511,80.84,80.87,29.05,29.12,97.89,110.5,91.4,17.3,108,3.981,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
27,11:48:28,8/25/2023,Zach TIP2023,Zach Peagler,,2,4,0.06895,2.438977,0.067054,0.585363,3.305892,3.284226,4.127973,0.822082,33.551109,33.772442,42.170692,0.441786,PSF-01133_20230825114828,0,0,0,100.828529,422.010193,0.761076,0.5,0.8,30.706661,81.69,81.16,29.11,29.45,97.89,112.9,111,1.7,101,4.006,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
28,11:48:33,8/25/2023,Zach TIP2023,Zach Peagler,,3,4,0.05582,2.43043,0.054567,0.471577,3.313121,3.295573,4.126943,0.813822,33.666691,33.845955,42.159733,0.441786,PSF-01133_20230825114833,0,0,0,104.589699,427.651062,0.755432,0.5,0.8,36.702961,81.76,81.33,29.13,29.45,97.89,112.3,91,19,121,4.006,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
29,11:48:41,8/25/2023,Zach TIP2023,Zach Peagler,,4,4,0.048786,2.421835,0.047823,0.385682,3.312716,3.298286,4.07238,0.759664,33.694828,33.842243,41.602867,0.441786,PSF-01133_20230825114841,0,0,0,99.238159,422.297363,0.765004,0.5,0.8,43.598473,81.57,81.21,29.17,29.22,97.89,111.7,87.5,21.6,142,4.006,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
30,11:48:48,8/25/2023,Zach TIP2023,Zach Peagler,,5,4,0.080597,2.195561,0.077743,0.562126,3.316099,3.291821,3.997468,0.681369,33.627239,33.875248,40.835705,0.441786,PSF-01133_20230825114848,0,0,0,99.790695,429.799316,0.76782,0.5,0.8,34.924438,81.49,80.9,29.2,28.9,97.89,96.7,95.4,1.3,114,4.006,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
31,11:48:56,8/25/2023,Zach TIP2023,Zach Peagler,,6,4,0.090144,2.273736,0.086706,0.650315,3.325359,3.29864,4.031971,0.706612,33.697155,33.970112,41.188477,0.441786,PSF-01133_20230825114856,0,0,0,99.799278,441.388611,0.773897,0.5,0.8,44.072769,81.55,80.89,29.24,29.04,97.89,101.7,102,-0.3,142,3.979,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
32,11:49:03,8/25/2023,Zach TIP2023,Zach Peagler,,7,4,0.108586,2.292471,0.103675,0.907199,3.336965,3.300136,4.160738,0.823772,33.712784,34.089012,42.504326,0.441786,PSF-01133_20230825114903,0,0,0,100.948334,422.444336,0.761038,0.5,0.8,68.814064,81.68,80.78,29.27,29.59,97.89,102.9,100.1,2.7,226,3.979,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
33,11:49:10,8/25/2023,Zach TIP2023,Zach Peagler,,8,4,0.0128,2.19763,0.012725,0.092599,3.310402,3.306408,3.996144,0.685741,33.776081,33.816887,40.82196,0.441786,PSF-01133_20230825114910,0,0,0,97.907784,421.423676,0.767674,0.5,0.8,52.039886,80.87,80.78,29.31,28.89,97.89,96.9,93.5,3.4,169,4.005,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
1,11:43:28,8/28/2023,Zach TIP2023,Zach Peagler,,1,1,6.664219,2.752765,1.948079,9.497154,2.865222,2.57912,3.324565,0.459343,26.50239,29.442305,34.162403,0.441786,PSF-01133_20230828114328,0,0,0,121.261597,449.533569,0.73025,0.5,0.8,114.095932,86.87,78.2,25.62,25.75,97.32,138.5,137.4,0.8,391,4.007,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
2,11:43:38,8/28/2023,Zach TIP2023,Zach Peagler,,2,1,9.880847,2.761844,2.158509,9.569307,2.932669,2.646384,3.35019,0.41752,27.192669,30.134371,34.424561,0.441786,PSF-01133_20230828114338,0,0,0,119.411942,453.059082,0.736432,0.5,0.8,91.964005,88.61,79.96,25.67,25.88,97.32,139.4,138.5,0.7,312,4.006,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
3,11:43:45,8/28/2023,Zach TIP2023,Zach Peagler,,3,1,1.555677,2.563589,0.968162,7.988806,2.949623,2.677119,3.725155,0.775532,27.507282,30.307253,38.27581,0.441786,PSF-01133_20230828114345,0,0,0,121.767639,437.832001,0.721885,0.5,0.8,112.357178,88.93,80.71,25.71,27.68,97.32,122.2,121.1,0.9,389,4.005,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
4,11:43:53,8/28/2023,Zach TIP2023,Zach Peagler,,4,1,1.199987,2.664721,0.827393,8.166868,2.962093,2.701327,3.888847,0.926754,27.758369,30.437962,39.961128,0.441786,PSF-01133_20230828114353,0,0,0,124.08757,435.039276,0.714767,0.5,0.8,107.776611,89.08,81.23,25.75,28.42,97.32,130.5,125.7,3.7,377,4.005,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
5,11:44:05,8/28/2023,Zach TIP2023,Zach Peagler,,5,1,1.140985,2.447597,0.77821,6.492124,2.979797,2.741455,3.763454,0.783657,28.172819,30.622169,38.675495,0.441786,PSF-01133_20230828114405,0,0,0,118.967056,461.696503,0.742326,0.5,0.8,122.552658,89.24,82.1,25.82,27.86,97.31,113.5,112.4,0.9,413,4.003,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
6,11:44:12,8/28/2023,Zach TIP2023,Zach Peagler,,6,1,0.74156,2.485958,0.571178,6.093176,2.994245,2.775959,3.995053,1.000808,28.526678,30.769854,41.054489,0.441786,PSF-01133_20230828114412,0,0,0,128.035431,450.461639,0.715768,0.5,0.8,108.801804,89.44,82.92,25.87,28.88,97.31,116.3,107.7,7.4,380,4.003,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
7,11:44:24,8/28/2023,Zach TIP2023,Zach Peagler,,7,1,0.895665,2.291967,0.644,5.704033,3.015225,2.784215,3.846741,0.831516,28.611446,30.985373,39.530285,0.441786,PSF-01133_20230828114424,0,0,0,118.040802,400.792847,0.705482,0.5,0.8,127.108902,89.74,82.86,25.93,28.23,97.31,102.9,102.3,0.5,450,4.003,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
8,11:44:32,8/28/2023,Zach TIP2023,Zach Peagler,,8,1,0.46513,2.255492,0.385609,6.020232,3.019395,2.769862,4.480202,1.460806,28.462048,31.026154,46.036839,0.441786,PSF-01133_20230828114432,0,0,0,125.080704,398.959625,0.686483,0.5,0.8,91.721474,89.6,82.2,25.98,30.88,97.32,100.5,98.2,2.3,334,4.003,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
9,11:44:43,8/28/2023,Zach TIP2023,Zach Peagler,,1,2,0.839612,2.543618,0.631246,6.298974,3.022752,2.805297,3.95902,0.936269,28.826015,31.06048,40.681168,0.441786,PSF-01133_20230828114443,0,0,0,104.2099,453.785431,0.770354,0.5,0.8,45.042934,89.39,82.96,26.04,28.73,97.32,120.7,120.2,0.4,146,4.001,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
10,11:44:54,8/28/2023,Zach TIP2023,Zach Peagler,,2,2,0.970551,2.236551,0.676837,4.6269,3.014115,2.819993,3.656603,0.642488,28.976347,30.971018,37.572792,0.441786,PSF-01133_20230828114454,0,0,0,110.248802,467.014069,0.763928,0.5,0.8,50.951359,88.82,83.1,26.1,27.36,97.32,99.3,97.9,1.4,167,4.001,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
11,11:45:05,8/28/2023,Zach TIP2023,Zach Peagler,,3,2,1.187045,2.2597,0.778231,4.972639,3.028545,2.823001,3.629112,0.600567,29.007631,31.119692,37.290798,0.441786,PSF-01133_20230828114505,0,0,0,110.582115,482.854126,0.770982,0.5,0.8,39.177635,88.93,82.9,26.16,27.24,97.32,100.8,100.4,0.3,127,4.001,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
12,11:45:19,8/28/2023,Zach TIP2023,Zach Peagler,,4,2,0.986289,2.425542,0.701174,4.744755,3.015687,2.8391,3.651638,0.635952,29.174709,30.989315,37.52438,0.441786,PSF-01133_20230828114519,0,0,0,115.966202,479.817139,0.758312,0.5,0.8,29.462051,88.18,83.01,26.23,27.34,97.31,111.9,110.8,1,97,4,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
13,11:45:27,8/28/2023,Zach TIP2023,Zach Peagler,,5,2,1.029635,2.518955,0.730883,5.150885,3.026492,2.845849,3.688687,0.662195,29.242327,31.098513,37.902851,0.441786,PSF-01133_20230828114527,0,0,0,113.882301,496.231201,0.770506,0.5,0.8,44.774654,88.28,83.01,26.27,27.51,97.32,118.8,118.4,0.3,145,4.001,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
14,11:45:36,8/28/2023,Zach TIP2023,Zach Peagler,,6,2,1.082798,2.394284,0.745604,5.080087,3.050571,2.857783,3.690693,0.640122,29.364433,31.345375,37.922783,0.441786,PSF-01133_20230828114536,0,0,0,181.533691,572.340515,0.682822,0.5,0.8,48.798107,88.7,83.1,26.32,27.52,97.32,109.7,108.9,0.8,179,3.975,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
15,11:45:44,8/28/2023,Zach TIP2023,Zach Peagler,,7,2,0.881731,2.318566,0.638801,4.571674,3.052646,2.870641,3.724893,0.672247,29.496326,31.366453,38.273907,0.441786,PSF-01133_20230828114544,0,0,0,101.506592,460.826752,0.779729,0.5,0.8,47.528999,88.54,83.26,26.36,27.68,97.32,104.6,105,-0.3,152,3.975,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
16,11:45:52,8/28/2023,Zach TIP2023,Zach Peagler,,8,2,0.725787,2.352538,0.554666,4.348848,3.054398,2.88495,3.790615,0.736217,29.643351,31.384457,38.949215,0.441786,PSF-01133_20230828114552,0,0,0,109.536049,465.818176,0.764852,0.5,0.8,57.976845,88.38,83.48,26.41,27.98,97.32,106.9,105.6,1.2,190,4,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
17,11:46:04,8/28/2023,Zach TIP2023,Zach Peagler,,1,3,0.411107,2.189942,0.34613,3.547964,3.047395,2.894099,4.008804,0.961409,29.73781,31.312983,41.191776,0.441786,PSF-01133_20230828114604,0,0,0,129.300003,491.732605,0.737052,0.5,0.8,69.531807,87.85,83.43,26.47,28.94,97.32,96.4,92.6,4,236,3.999,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
18,11:46:14,8/28/2023,Zach TIP2023,Zach Peagler,,2,3,1.076443,2.214373,0.724333,4.526413,3.110095,2.917666,3.697031,0.586936,29.977898,31.955023,37.985565,0.441786,PSF-01133_20230828114614,0,0,0,123.387337,471.958649,0.738563,0.5,0.8,77.349876,89.33,83.8,26.53,27.55,97.33,97.9,96.9,1,262,3.999,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
19,11:46:24,8/28/2023,Zach TIP2023,Zach Peagler,,3,3,0.596586,2.135444,0.466311,3.885225,3.0939,2.920123,3.875779,0.781879,30.003138,31.788631,39.822136,0.441786,PSF-01133_20230828114624,0,0,0,117.146011,450.727692,0.740096,0.5,0.8,77.187347,88.58,83.61,26.58,28.36,97.33,93.1,92.7,0.4,261,3.998,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
20,11:46:38,8/28/2023,Zach TIP2023,Zach Peagler,,4,3,0.285334,2.228659,0.252949,2.576468,3.030499,2.921867,3.98613,0.955631,30.020515,31.136646,40.955212,0.441786,PSF-01133_20230828114638,0,0,0,118.231415,453.604095,0.739351,0.5,0.8,76.802216,86.37,83.27,26.66,28.85,97.33,98.8,75.2,23.9,260,3.999,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
21,11:46:52,8/28/2023,Zach TIP2023,Zach Peagler,,5,3,0.513539,2.125816,0.41362,3.323499,3.074094,2.924467,3.828484,0.75439,30.044605,31.581804,39.332054,0.441786,PSF-01133_20230828114652,0,0,0,115.630028,446.247345,0.740884,0.5,0.8,87.433861,87.18,82.94,26.75,28.15,97.34,92.5,92,0.6,295,3.998,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
22,11:46:58,8/28/2023,Zach TIP2023,Zach Peagler,,6,3,0.378812,2.105481,0.32105,3.23356,3.079609,2.93211,4.024209,0.9446,30.122896,31.63822,41.342525,0.441786,PSF-01133_20230828114658,0,0,0,132.035858,462.083099,0.71426,0.5,0.8,92.059128,87.16,82.99,26.78,29.01,97.34,91.3,90.7,0.7,322,3.998,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
23,11:47:15,8/28/2023,Zach TIP2023,Zach Peagler,,7,3,0.42231,2.077705,0.350972,2.489753,3.054034,2.938368,3.720485,0.666451,30.188272,31.376604,38.22361,0.441786,PSF-01133_20230828114715,0,0,0,114.804985,439.394104,0.73872,0.5,0.8,102.593704,85.95,82.7,26.88,27.66,97.33,89.7,88.3,1.5,347,3.997,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
24,11:47:26,8/28/2023,Zach TIP2023,Zach Peagler,,8,3,0.221261,2.075374,0.199944,1.798563,3.028773,2.945067,3.873289,0.844516,30.257025,31.116995,39.793385,0.441786,PSF-01133_20230828114726,0,0,0,135.645035,454.513916,0.70156,0.5,0.8,89.920059,84.92,82.58,26.94,28.35,97.33,89.5,88.1,1.6,320,3.971,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
25,11:47:41,8/28/2023,Zach TIP2023,Zach Peagler,,1,4,0.221254,2.020336,0.199416,1.680896,3.023134,2.942025,3.814769,0.791635,30.225536,31.058821,39.191856,0.441786,PSF-01133_20230828114741,0,0,0,105.183723,437.050232,0.759333,0.5,0.8,48.76339,84.35,82.09,27.02,28.09,97.34,86.3,84.8,1.8,161,3.997,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
26,11:47:52,8/28/2023,Zach TIP2023,Zach Peagler,,2,4,0.252119,2.101555,0.225112,1.683279,3.038597,2.961594,3.741017,0.70242,30.429159,31.220335,38.437408,0.441786,PSF-01133_20230828114752,0,0,0,101.548073,443.437103,0.770998,0.5,0.8,51.463215,84.5,82.36,27.08,27.76,97.33,91.1,89.8,1.4,167,3.996,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
27,11:48:00,8/28/2023,Zach TIP2023,Zach Peagler,,3,4,0.518691,2.238881,0.421127,2.924261,3.088028,2.965599,3.740208,0.65218,30.467802,31.725611,38.425941,0.441786,PSF-01133_20230828114800,0,0,0,120.089294,521.532288,0.769738,0.5,0.8,46.593395,85.64,82.25,27.13,27.75,97.34,99.5,98.1,1.4,151,3.996,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
28,11:48:10,8/28/2023,Zach TIP2023,Zach Peagler,,4,4,0.572123,2.271366,0.457009,2.822132,3.101244,2.985528,3.681341,0.580097,30.674044,31.862944,37.823002,0.441786,PSF-01133_20230828114810,0,0,0,97.402451,421.123627,0.768708,0.5,0.8,51.456551,85.73,82.53,27.18,27.48,97.33,101.5,100.5,1,167,3.994,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
29,11:48:18,8/28/2023,Zach TIP2023,Zach Peagler,,5,4,0.103357,2.173004,0.098664,0.669057,3.018864,2.989628,3.65626,0.637396,30.715544,31.015915,37.564541,0.441786,PSF-01133_20230828114818,0,0,0,114.148735,495.640411,0.769694,0.5,0.8,36.153599,83.23,82.43,27.23,27.36,97.33,95.4,96.9,-1.6,117,3.995,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
30,11:48:26,8/28/2023,Zach TIP2023,Zach Peagler,,6,4,0.135906,2.564801,0.129067,0.880983,3.023527,2.993518,3.66511,0.641583,30.753691,31.061983,37.653236,0.441786,PSF-01133_20230828114826,0,0,0,46.372177,443.405273,0.895418,0.5,0.8,75.697983,83.16,82.33,27.27,27.4,97.34,122.3,124,-1.4,211,3.993,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
31,11:48:41,8/28/2023,Zach TIP2023,Zach Peagler,,7,4,0.178124,2.064571,0.163977,1.163031,3.068221,3.013731,3.734486,0.666265,30.961271,31.521067,38.365875,0.441786,PSF-01133_20230828114841,0,0,0,102.876305,450.118317,0.771446,0.5,0.8,68.884186,83.98,82.49,27.35,27.73,97.34,88.9,86.6,2.6,223,3.994,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
32,11:48:49,8/28/2023,Zach TIP2023,Zach Peagler,,8,4,-0.012632,2.369125,-0.012699,-0.124868,3.001991,3.006808,3.924963,0.922972,30.892132,30.842634,40.325306,0.441786,PSF-01133_20230828114849,0,0,0,129.570724,509.684814,0.745783,0.5,0.8,42.363976,81.95,82.08,27.4,28.58,97.33,108,109.3,-1.2,142,3.994,11:43:20,8/28/2023,-2.16,,,,,,,,,,,,,,,,,
1,13:59:59,8/30/2023,Zach TIP2023,Zach Peagler,,1,1,0.861771,2.921813,0.665489,5.485396,2.683603,2.537979,3.45665,0.773047,26.203568,27.707075,35.688457,0.441786,PSF-01133_20230830135959,0,0,0,114.043594,483.205322,0.763985,0.5,0.8,59.411243,74.31,70.28,27.15,26.41,96.86,156.7,138.4,11.7,194,3.975,13,27,310,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830135959,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
2,14:00:08,8/30/2023,Zach TIP2023,Zach Peagler,,2,1,1.196182,2.923475,0.848859,5.944443,2.750043,2.592535,3.406826,0.656783,26.764067,28.39011,35.170418,0.441786,PSF-01133_20230830140008,0,0,0,110.021355,444.104797,0.752263,0.5,0.8,59.009998,76.04,71.68,27.18,26.16,96.87,156.9,153.5,2.2,196,4,7,8,257,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140008,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
3,14:00:16,8/30/2023,Zach TIP2023,Zach Peagler,,3,1,1.136164,2.91591,0.817594,5.273055,2.755411,2.614865,3.360415,0.605004,26.995081,28.446032,34.691906,0.441786,PSF-01133_20230830140016,0,0,0,106.90963,441.319946,0.75775,0.5,0.8,54.487385,76.11,72.23,27.19,25.93,96.86,156,154,1.2,180,4,11,15,291,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140016,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
4,14:00:23,8/30/2023,Zach TIP2023,Zach Peagler,,4,1,0.797583,2.920407,0.626485,4.104232,2.75987,2.650873,3.374336,0.614466,27.367664,28.492949,34.836704,0.441786,PSF-01133_20230830140023,0,0,0,105.615379,429.61908,0.754165,0.5,0.8,54.120667,76.18,73.17,27.21,26,96.86,156.5,152.8,2.4,179,3.999,4,12,272,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140023,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
5,14:00:30,8/30/2023,Zach TIP2023,Zach Peagler,,5,1,0.548608,2.920174,0.461843,3.664764,2.784914,2.687598,3.528463,0.743548,27.747101,28.75181,36.428295,0.441786,PSF-01133_20230830140030,0,0,0,105.2742,422.899231,0.751065,0.5,0.8,63.650032,76.82,74.13,27.22,26.76,96.86,156.5,154.2,1.5,212,3.973,7,0,270,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140030,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
6,14:00:37,8/30/2023,Zach TIP2023,Zach Peagler,,6,1,0.70674,2.920849,0.56905,3.858921,2.804499,2.702096,3.440208,0.635709,27.895126,28.952282,35.515034,0.441786,PSF-01133_20230830140037,0,0,0,107.951042,433.949219,0.751236,0.5,0.8,55.868248,77.3,74.48,27.23,26.33,96.87,156.6,155.1,1,186,3.973,6,17,320,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140037,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
7,14:00:45,8/30/2023,Zach TIP2023,Zach Peagler,,7,1,0.64935,2.921536,0.531268,3.929156,2.835392,2.73121,3.528306,0.692914,28.194012,29.269472,36.422352,0.441786,PSF-01133_20230830140045,0,0,0,106.814507,449.026825,0.76212,0.5,0.8,67.826523,78.08,75.21,27.25,26.76,96.87,156.7,140.7,10.2,222,3.996,22,25,280,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140045,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
8,14:00:57,8/30/2023,Zach TIP2023,Zach Peagler,,8,1,0.555469,2.914797,0.466558,3.443861,2.833423,2.741625,3.524976,0.691553,28.302832,29.2505,36.38966,0.441786,PSF-01133_20230830140057,0,0,0,107.158188,452.811951,0.763349,0.5,0.8,63.326385,77.93,75.41,27.27,26.74,96.87,155.9,108.6,30.3,207,3.997,33,26,269,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140057,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
9,14:01:15,8/30/2023,Zach TIP2023,Zach Peagler,,1,2,0.259243,2.920897,0.23811,1.794842,2.833369,2.785755,3.539542,0.706172,28.757738,29.249268,36.539185,0.441786,PSF-01133_20230830140115,0,0,0,108.072998,434.125549,0.751056,0.5,0.8,49.32449,77.78,76.48,27.3,26.81,96.87,156.6,154,1.7,164,3.994,30,23,160,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140115,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
10,14:01:28,8/30/2023,Zach TIP2023,Zach Peagler,,2,2,0.437083,2.920278,0.380181,2.470904,2.867273,2.801717,3.476231,0.608958,28.923037,29.599796,35.886272,0.441786,PSF-01133_20230830140128,0,0,0,115.181564,465.23703,0.752424,0.5,0.8,43.338329,78.59,76.8,27.33,26.5,96.87,156.5,151.4,3.3,144,3.995,34,25,112,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140128,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
